astro_luca,CFuglesang,False,True
astro_luca,ESA_EAC,False,True
astro_luca,esa,True,True
astro_luca,esaoperations,False,True
astro_luca,Astro_Satoshi,False,False
astro_luca,Astro_Wakata,True,True
astro_luca,Astro_Soichi,True,False
astro_luca,Astro_Kimiya,False,False
astro_luca,JAXA_en,False,False
astro_luca,Aki_Hoshide,True,True
astro_luca,csa_asc,False,True
astro_luca,asc_csa,False,True
astro_luca,Astro_Jeremy,True,True
astro_luca,Astro_DavidS,True,False
astro_luca,AstroDaveMD,False,False
astro_luca,Cmdr_Hadfield,True,True
astro_luca,RobertaBondar,False,False
astro_luca,RobertThirsk,False,False
astro_luca,AstroGarneau,False,False
astro_luca,fka_roscosmos,False,False
astro_luca,spacetihon,False,True
astro_luca,OlegMKS,False,True
astro_luca,Msuraev,True,False
astro_luca,AntonAstrey,False,True
astro_luca,NASA,False,True
astro_luca,NASA_Astronauts,False,True
astro_luca,NASAPeople,False,False
astro_luca,AstroClass2013,False,False
astro_luca,SciAstro,False,False
astro_luca,Astro_Flow,False,True
astro_luca,Astro_Cady,True,True
astro_luca,Astro_Ferg,False,False
astro_luca,Astro_Clay,True,True
astro_luca,AstroCoastie,True,False
astro_luca,astro_Pettit,True,False
astro_luca,AstroDot,True,True
astro_luca,Astro_Wheels,True,True
astro_luca,Astro_Doug,False,True
astro_luca,Astro_Taz,False,False
astro_luca,Astro_Box,False,False
astro_luca,Astro2fish,True,True
astro_luca,Astro_Jeff,False,False
astro_luca,AstroAcaba,True,True
astro_luca,AstroKarenN,True,True
astro_luca,Astro_Kate7,True,True
astro_luca,astro_kjell,True,True
astro_luca,Astro_127,False,False
astro_luca,AstroIronMike,False,False
astro_luca,foreman_mike,False,False
astro_luca,astro_aggie,True,True
astro_luca,AstroIllini,True,False
astro_luca,Astro_Mike,True,False
astro_luca,Astro_Nicholas,False,False
astro_luca,Astro_Nicole,True,True
astro_luca,astro_reid,True,True
astro_luca,Astro_Rex,False,False
astro_luca,AstroRM,True,False
astro_luca,Astro_Ron,True,True
astro_luca,Astro_Sandy,True,False
astro_luca,AstroSerena,True,False
astro_luca,StationCDRKelly,False,False
astro_luca,Astro_Maker,True,True
astro_luca,Astro_Suni,True,False
astro_luca,AstroTerry,False,True
astro_luca,astro_tim,False,False
astro_luca,AstroMarshburn,True,True
astro_luca,Astro_TJ,False,False
astro_luca,Chief_Astronaut,False,True
astro_luca,Commercial_Crew,False,False
astro_luca,DESERT_RATS,False,False
astro_luca,HMP,False,False
astro_luca,ISS_Research,False,True
astro_luca,NASAMightyEagle,False,False
astro_luca,NASA_NEEMO,False,False
astro_luca,NASA_Orion,False,False
astro_luca,PavilionLake,False,False
astro_luca,MorpheusLander,False,False
astro_luca,AstroRobonaut,False,False
astro_luca,NASA_SLS,False,False
astro_andre,astro_paolo,True,True
astro_andre,Astro_Andreas,False,True
astro_andre,CFuglesang,False,True
astro_andre,ESA_EAC,False,True
astro_andre,esa,True,True
astro_andre,esaoperations,True,True
astro_andre,Astro_Satoshi,True,False
astro_andre,Astro_Wakata,True,True
astro_andre,Astro_Soichi,True,False
astro_andre,Astro_Kimiya,False,False
astro_andre,JAXA_en,False,False
astro_andre,Aki_Hoshide,False,False
astro_andre,csa_asc,False,True
astro_andre,asc_csa,False,False
astro_andre,Astro_Jeremy,False,False
astro_andre,Astro_DavidS,False,False
astro_andre,AstroDaveMD,False,False
astro_andre,Cmdr_Hadfield,True,False
astro_andre,RobertaBondar,False,False
astro_andre,RobertThirsk,False,False
astro_andre,AstroGarneau,False,False
astro_andre,fka_roscosmos,True,False
astro_andre,spacetihon,False,False
astro_andre,OlegMKS,False,False
astro_andre,Msuraev,False,False
astro_andre,AntonAstrey,False,False
astro_andre,NASA,True,True
astro_andre,NASA_Astronauts,False,True
astro_andre,NASAPeople,False,False
astro_andre,AstroClass2013,False,False
astro_andre,SciAstro,False,False
astro_andre,Astro_Flow,False,True
astro_andre,Astro_Cady,True,True
astro_andre,Astro_Ferg,False,False
astro_andre,Astro_Clay,False,True
astro_andre,AstroCoastie,True,True
astro_andre,astro_Pettit,True,True
astro_andre,AstroDot,False,True
astro_andre,Astro_Wheels,True,False
astro_andre,Astro_Doug,False,False
astro_andre,Astro_Taz,False,False
astro_andre,Astro_Box,False,False
astro_andre,Astro2fish,False,False
astro_andre,Astro_Jeff,True,False
astro_andre,AstroAcaba,False,False
astro_andre,AstroKarenN,True,False
astro_andre,Astro_Kate7,False,True
astro_andre,astro_kjell,False,True
astro_andre,Astro_127,True,False
astro_andre,AstroIronMike,True,False
astro_andre,foreman_mike,False,False
astro_andre,astro_aggie,True,True
astro_andre,AstroIllini,False,False
astro_andre,Astro_Mike,True,False
astro_andre,Astro_Nicholas,False,False
astro_andre,Astro_Nicole,True,True
astro_andre,astro_reid,False,False
astro_andre,Astro_Rex,False,False
astro_andre,AstroRM,False,False
astro_andre,Astro_Ron,True,True
astro_andre,Astro_Sandy,False,False
astro_andre,AstroSerena,False,False
astro_andre,StationCDRKelly,False,False
astro_andre,Astro_Maker,False,True
astro_andre,Astro_Suni,False,False
astro_andre,AstroTerry,False,False
astro_andre,astro_tim,False,False
astro_andre,AstroMarshburn,False,False
astro_andre,Astro_TJ,False,False
astro_andre,Chief_Astronaut,False,False
astro_andre,Commercial_Crew,False,False
astro_andre,DESERT_RATS,False,False
astro_andre,HMP,False,False
astro_andre,ISS_Research,True,True
astro_andre,NASAMightyEagle,False,False
astro_andre,NASA_NEEMO,False,False
astro_andre,NASA_Orion,True,False
astro_andre,PavilionLake,False,False
astro_andre,MorpheusLander,False,False
astro_andre,AstroRobonaut,True,False
astro_andre,NASA_SLS,False,False
astro_paolo,Astro_Andreas,False,False
astro_paolo,CFuglesang,False,True
astro_paolo,ESA_EAC,False,True
astro_paolo,esa,True,True
astro_paolo,esaoperations,False,True
astro_paolo,Astro_Satoshi,False,True
astro_paolo,Astro_Wakata,False,True
astro_paolo,Astro_Soichi,False,False
astro_paolo,Astro_Kimiya,False,False
astro_paolo,JAXA_en,False,False
astro_paolo,Aki_Hoshide,False,True
astro_paolo,csa_asc,False,True
astro_paolo,asc_csa,False,False
astro_paolo,Astro_Jeremy,False,False
astro_paolo,Astro_DavidS,False,False
astro_paolo,AstroDaveMD,False,False
astro_paolo,Cmdr_Hadfield,False,False
astro_paolo,RobertaBondar,False,False
astro_paolo,RobertThirsk,False,False
astro_paolo,AstroGarneau,False,False
astro_paolo,fka_roscosmos,False,False
astro_paolo,spacetihon,False,False
astro_paolo,OlegMKS,False,False
astro_paolo,Msuraev,False,False
astro_paolo,AntonAstrey,False,False
astro_paolo,NASA,False,True
astro_paolo,NASA_Astronauts,False,True
astro_paolo,NASAPeople,False,False
astro_paolo,AstroClass2013,False,False
astro_paolo,SciAstro,False,False
astro_paolo,Astro_Flow,False,True
astro_paolo,Astro_Cady,False,True
astro_paolo,Astro_Ferg,False,False
astro_paolo,Astro_Clay,False,True
astro_paolo,AstroCoastie,False,False
astro_paolo,astro_Pettit,False,False
astro_paolo,AstroDot,False,True
astro_paolo,Astro_Wheels,False,False
astro_paolo,Astro_Doug,False,False
astro_paolo,Astro_Taz,False,False
astro_paolo,Astro_Box,False,False
astro_paolo,Astro2fish,False,False
astro_paolo,Astro_Jeff,False,False
astro_paolo,AstroAcaba,False,False
astro_paolo,AstroKarenN,False,False
astro_paolo,Astro_Kate7,False,True
astro_paolo,astro_kjell,False,True
astro_paolo,Astro_127,False,False
astro_paolo,AstroIronMike,False,False
astro_paolo,foreman_mike,False,False
astro_paolo,astro_aggie,True,True
astro_paolo,AstroIllini,False,False
astro_paolo,Astro_Mike,False,False
astro_paolo,Astro_Nicholas,False,False
astro_paolo,Astro_Nicole,False,True
astro_paolo,astro_reid,False,False
astro_paolo,Astro_Rex,False,False
astro_paolo,AstroRM,False,False
astro_paolo,Astro_Ron,False,True
astro_paolo,Astro_Sandy,False,False
astro_paolo,AstroSerena,False,False
astro_paolo,StationCDRKelly,False,False
astro_paolo,Astro_Maker,False,True
astro_paolo,Astro_Suni,False,False
astro_paolo,AstroTerry,False,False
astro_paolo,astro_tim,False,False
astro_paolo,AstroMarshburn,False,False
astro_paolo,Astro_TJ,False,False
astro_paolo,Chief_Astronaut,False,False
astro_paolo,Commercial_Crew,False,True
astro_paolo,DESERT_RATS,False,False
astro_paolo,HMP,False,False
astro_paolo,ISS_Research,False,True
astro_paolo,NASAMightyEagle,False,False
astro_paolo,NASA_NEEMO,False,True
astro_paolo,NASA_Orion,False,False
astro_paolo,PavilionLake,False,False
astro_paolo,MorpheusLander,False,False
astro_paolo,AstroRobonaut,False,True
astro_paolo,NASA_SLS,False,False
Astro_Andreas,CFuglesang,True,False
Astro_Andreas,ESA_EAC,True,True
Astro_Andreas,esa,True,True
Astro_Andreas,esaoperations,True,True
Astro_Andreas,Astro_Satoshi,True,False
Astro_Andreas,Astro_Wakata,True,True
Astro_Andreas,Astro_Soichi,True,False
Astro_Andreas,Astro_Kimiya,False,False
Astro_Andreas,JAXA_en,False,False
Astro_Andreas,Aki_Hoshide,True,False
Astro_Andreas,csa_asc,True,True
Astro_Andreas,asc_csa,False,False
Astro_Andreas,Astro_Jeremy,True,True
Astro_Andreas,Astro_DavidS,True,False
Astro_Andreas,AstroDaveMD,False,False
Astro_Andreas,Cmdr_Hadfield,True,False
Astro_Andreas,RobertaBondar,False,False
Astro_Andreas,RobertThirsk,False,False
Astro_Andreas,AstroGarneau,False,False
Astro_Andreas,fka_roscosmos,False,False
Astro_Andreas,spacetihon,True,True
Astro_Andreas,OlegMKS,False,False
Astro_Andreas,Msuraev,False,False
Astro_Andreas,AntonAstrey,False,False
Astro_Andreas,NASA,True,False
Astro_Andreas,NASA_Astronauts,False,False
Astro_Andreas,NASAPeople,False,False
Astro_Andreas,AstroClass2013,False,False
Astro_Andreas,SciAstro,False,False
Astro_Andreas,Astro_Flow,False,False
Astro_Andreas,Astro_Cady,True,True
Astro_Andreas,Astro_Ferg,False,False
Astro_Andreas,Astro_Clay,False,False
Astro_Andreas,AstroCoastie,True,False
Astro_Andreas,astro_Pettit,True,False
Astro_Andreas,AstroDot,False,True
Astro_Andreas,Astro_Wheels,False,False
Astro_Andreas,Astro_Doug,False,False
Astro_Andreas,Astro_Taz,False,False
Astro_Andreas,Astro_Box,True,False
Astro_Andreas,Astro2fish,True,True
Astro_Andreas,Astro_Jeff,False,False
Astro_Andreas,AstroAcaba,True,True
Astro_Andreas,AstroKarenN,True,False
Astro_Andreas,Astro_Kate7,True,True
Astro_Andreas,astro_kjell,True,False
Astro_Andreas,Astro_127,False,False
Astro_Andreas,AstroIronMike,True,False
Astro_Andreas,foreman_mike,False,False
Astro_Andreas,astro_aggie,True,True
Astro_Andreas,AstroIllini,True,False
